Name;Set;Imagefile;Side;Culture;Type;Twilight;Strength;Vitality;Resistance;Signet/Site#;Unique;Set#;Rarity;Card#;Notes;Lore;Text
Deep Hatred;Bloodlines;LOTR13003;Free;Dwarven;Condition - Support Area;00;;;;;;13;U;003;;;Each time the fellowship moves, add [2]. Skirmish: Exert a Dwarf who is not assigned to a skirmish to wound 2 Orcs (or to wound 1 Orc twice). Discard this from play if the fellowship is ahead on the adventure path.
Dwarf-lords;Bloodlines;LOTR13004;Free;Dwarven;Event - Skirmish;02;;;;;;13;U;004;;;You may remove from the game 4 other [DWARVEN] cards in your discard pile to play this event from your discard pile. Then remove this event from the game. Make your Dwarf bearing a hand weapon strength +3.
Gimli, Lord of the Glittering Caves;Bloodlines;LOTR13005;Free;Dwarven;Companion - Dwarf;02;06;3;06;;U;13;R;005;;;Damage +1. Gimli is strength +1 for each minion assigned to a skirmish. Assignment: Exert Gimli and spot a lurker minion to make that minion lose lurker until the regroup phase.
Gimli, Lord of the Glittering Caves (T);Bloodlines;LOTR13005T;Free;Dwarven;Companion - Dwarf;02;06;3;06;;U;13;R;005T;Tengwar;;Damage +1. Gimli is strength +1 for each minion assigned to a skirmish. Assignment: Exert Gimli and spot a lurker minion to make that minion lose lurker until the regroup phase.
Honoring His Kinfolk;Bloodlines;LOTR13006;Free;Dwarven;Event - Response;01;;;;;;13;C;006;;;If a Dwarf wins a fierce skirmish, play a [DWARVEN] possession from your discard pile and you may reinforce a [DWARVEN] token.
Sorrow Shared;Bloodlines;LOTR13007;Free;Dwarven;Event - Maneuver;01;;;;;;13;C;007;;;Remove a [DWARVEN] token to heal a Dwarf.
Subterranean Homestead;Bloodlines;LOTR13008;Free;Dwarven;Condition - Support Area;02;;;;;U;13;R;008;;;To play, exert 2 Dwarves. When you play this, add a [DWARVEN] token here for each mountain site and each underground site on the adventure path. Skirmish: Discard this from play or remove 2 tokens from here to make a Shadow player discard the top card of his or her draw deck.
Arwen, Reflection of Luthien;Bloodlines;LOTR13009;Free;Elven;Companion - Elf;02;06;3;07;;U;13;S;009;;;While the fellowship is at a forest site, each of your other [ELVEN] companions is resistance +1. Skirmish: Exert Arwen to make a minion she is skirmishing strength -1 for each other companion assigned to a skirmish.
Asfaloth, Swift Blossom;Bloodlines;LOTR13010;Free;Elven;Possession - Mount;02;;;+1;;U;13;R;010;;;Bearer must be an Elf. When you play Asfaloth, you may reinforce an [ELVEN] token. Skirmish: Remove 2 [ELVEN] tokens to heal bearer (or heal bearer and heal another Elf if bearer is in a fierce skirmish).
Celeborn, The Wise;Bloodlines;LOTR13011;Free;Elven;Companion - Elf;02;06;3;07;;U;13;R;011;;;While the fellowship is at a forest site, each Elf who has resistance 7 or more gains muster. Each time the fellowship moves during the regroup phase, you may take an [ELVEN] event into hand from your discard pile.
City of the Trees;Bloodlines;LOTR13012;Free;Elven;Condition - Support Area;01;;;;;;13;C;012;;;At the end of your turn, discard this from play if the fellowship did not move more than once this turn. At the start of each skirmish involving an Elf and a wounded minion, you may draw a card.
Crashing Cavalry;Bloodlines;LOTR13013;Free;Elven;Condition - Support Area;01;;;;;;13;C;013;;;Assignment: Discard this from play and assign a minion to an [ELVEN] companion. Those characters cannot use skirmish special abilities until the start of the regroup phase.
Final Shot;Bloodlines;LOTR13014;Free;Elven;Event - Skirmish;01;;;;;;13;C;014;;;Make an [ELVEN] companion strength +2 (or +5 if the fellowship has moved more than once this turn).
Galadriel, Sorceress of the Hidden Land;Bloodlines;LOTR13015;Free;Elven;Companion - Elf;00;03;3;07;;U;13;R;015;When you reveal cards from the top of your deck, you reveal one for each forest on theadventure path. For example: if you have three forests, you would reveal the top three cards of your draw deck. ;;To play, spot 3 Elves. Each time the fellowship moves during the regroup phase, you may reveal a card from the top of your draw deck for each forest on the adventure path to heal an Elf for each [ELVEN] card revealed.
Inside a Song;Bloodlines;LOTR13016;Free;Elven;Event - Maneuver;00;;;;;;13;C;016;;;Exert an Elf to take an [ELVEN] skirmish event into hand from your discard pile and you may reinforce an [ELVEN] token.
Kindreds Estranged;Bloodlines;LOTR13017;Free;Elven;Event - Skirmish;02;;;;;;13;U;017;;;You may remove from the game 4 other [ELVEN] cards in your discard pile to play this event from your discard pile. Then remove this event from the game. Make a minion skirmishing your Elf at a forest or river site strength -3.
Legolas, of the Grey Company;Bloodlines;LOTR13018;Free;Elven;Companion - Elf;02;06;3;06;;U;13;R;018;;;Archer. At the start of each archery phase, you may reveal the top card of your draw deck. If it is an [ELVEN] card, wound a minion.
Let Fly;Bloodlines;LOTR13019;Free;Elven;Event - Archery;04;;;;;;13;U;019;;;Spot 3 Elves, spot a Shadow race, and choose a Shadow player to wound each of that player's minions which is not of that race.
Lorien Protector;Bloodlines;LOTR13020;Free;Elven;Companion - Elf;02;06;3;06;;;13;S;020;;;While another companion is assigned to a skirmish, during each skirmish, prevent all wounds to this companion after the first wound.
Many Miles;Bloodlines;LOTR13021;Free;Elven;Event - Archery;02;;;;;;13;C;021;;;Spot 2 Elf archers to make the fellowship archery total +1 (or +2 if a Shadow player has replaced the fellowship's current site this turn).
Secluded Homestead;Bloodlines;LOTR13022;Free;Elven;Condition - Support Area;02;;;;;U;13;R;022;;;To play, spot 2 Elves. When you play this, add an [ELVEN] token here for each forest site and each river site on the adventure path. Regroup: Discard this from play or remove 2 tokens from here to reconcile your hand.
Shrouded Elf;Bloodlines;LOTR13023;Free;Elven;Companion - Elf;02;06;3;06;;;13;C;023;;;Response: If you play an event during a skirmish involving this companion, exert this companion to place that event on top of your draw deck.
Sprang Forth Nimbly;Bloodlines;LOTR13024;Free;Elven;Event - Skirmish;02;;;;;;13;C;024;;;Make an Elf strength +1 for each card that has an [ELVEN] token on it.
Standing Tall;Bloodlines;LOTR13025;Free;Elven;Condition - Support Area;01;;;;;;13;C;025;;;Skirmish: Discard this condition from play to make a minion skirmishing an Elf strength -1 for each of the following that is true: it is skirmishing a companion who has resistance 4 or more; it is wounded; you can spot an Elf archer; the fellowship is at a forest site.
Take Up the Bow;Bloodlines;LOTR13026;Free;Elven;Condition - Support Area;06;;;;;;13;R;026;;;Toil 2. (For each [ELVEN] character you exert when playing this, its twilight cost is -2.) Archery: Discard this from play and spot 3 Elf archers to discard a minion from play. Each of those archers loses archer and cannot gain archer.
Wells of Deep Memory;Bloodlines;LOTR13027;Free;Elven;Condition - Support Area;02;;;;;U;13;U;027;;;At the end of your turn, discard this from play if the fellowship did not move more than once this turn. Each time the fellowship moves during the regroup phase, you may draw a card for each of the following you can spot: Arwen, Celeborn, or Galadriel.
Alatar, Final Envoy;Bloodlines;LOTR13028;Free;Gandalf;Follower;02;;;;;U;13;U;028;;;Aid - [2]. (At the start of the maneuver phase, you may add [2] to transfer this to a companion.) Each time you transfer this to a companion, you may reinforce a [GANDALF] token. While you can spot a [GANDALF] companion, each minion skirmishing bearer is strength -1.
Dasron, Merchant from Dorwinion;Bloodlines;LOTR13029;Free;Gandalf;Companion - Man;02;06;3;06;;U;13;C;029;;;At the start of the fellowship phase, you may remove 2 Free Peoples culture tokens to take a [GANDALF] event into hand from your discard pile.
Fear and Great Wonder;Bloodlines;LOTR13030;Free;Gandalf;Condition - Support Area;01;;;;;U;13;C;030;;;When you play this, add a [GANDALF] token here. Maneuver: Discard this from play or remove a token from here to spot a [GANDALF] companion. That companion gains muster until end of turn.
The Flame of Anor;Bloodlines;LOTR13031;Free;Gandalf;Event - Skirmish;01;;;;;;13;U;031;;;Spell. Spot 3 [GANDALF] companions to make a minion skirmishing a companion strength -3.
For a While Less Dark;Bloodlines;LOTR13032;Free;Gandalf;Event - Skirmish;02;;;;;;13;C;032;;;Spell. Make a [GANDALF] companion strength +2 (or +4 if that companion bears a follower).
Gandalf, Bearer of Obligation;Bloodlines;LOTR13033;Free;Gandalf;Companion - Wizard;04;07;4;05;;U;13;R;033;;;While Gandalf is the Ring-bearer, each time the fellowship moves, add 3 burdens unless you spot 2 other companions and discard 2 [GANDALF] cards from hand.
Look to My Coming;Bloodlines;LOTR13034;Free;Gandalf;Event - Skirmish;02;;;;;;13;U;034;;;You may remove from the game 4 other [GANDALF] cards in your discard pile to play this event from your discard pile. Then remove this event from the game. Spot Gandalf to make your [GANDALF] companion strength +3.
No Colour Now;Bloodlines;LOTR13035;Free;Gandalf;Event - Maneuver;02;;;;;;13;C;035;;;Discard your [GANDALF] condition from play to discard a condition from play and draw a card.
The Palantir of Orthanc, Recovered Seeing Stone;Bloodlines;LOTR13036;Free;Gandalf;Artifact - Palantir;00;;;-2;;U;13;R;036;;;Bearer must be Gandalf. To play this, if you can spot The Palantir of Orthanc, discard it. At the start of the fellowship phase, you may add a burden to reveal a Shadow player's hand. He or she must choose a revealed minion and discard it from hand.
Pallando, Far-travelling One;Bloodlines;LOTR13037;Free;Gandalf;Follower;02;+1;;;;U;13;R;037;;;Aid - [2]. Each time you transfer this to a companion, except a [GANDALF] companion, exert bearer twice. Each time bearer wins a skirmish, you may discard a condition from play.
Radagast, Tender of Beasts;Bloodlines;LOTR13038;Free;Gandalf;Follower;02;;;+2;;U;13;R;038;;;Aid - [2]. (At the start of the maneuver phase, you may add [2] to transfer this to a companion.) While you can spot 2 [GANDALF] companions, minions skirmishing bearer do not gain strength bonuses from possessions.
Return to Us;Bloodlines;LOTR13039;Free;Gandalf;Event - Fellowship;01;;;;;;13;C;039;;;Discard 2 Shadow cards from hand to take a [GANDALF] event into hand from your discard pile.
Shadowfax, Roaring Wind;Bloodlines;LOTR13040;Free;Gandalf;Possession - Mount;02;+1;;;;U;13;R;040;;;Bearer must be a Wizard. When you play Shadowfax, you may reinforce a [GANDALF] token. Skirmish: Remove 2 [GANDALF] tokens to wound a minion skirmishing bearer.
Strange Meeting;Bloodlines;LOTR13041;Free;Gandalf;Condition - Support Area;01;;;;;;13;C;041;;;Each companion bearing a follower gains muster (and is strength +1 if that companion is a [GANDALF] companion).
Traveler's Homestead;Bloodlines;LOTR13042;Free;Gandalf;Condition - Support Area;03;;;;;U;13;R;042;;;To play, spot a Wizard. When you play this, add X [GANDALF] tokens here, where X is the current region number. Maneuver: Discard this from play or remove 2 tokens from here to discard a Shadow condition from play.
Vapour and Steam;Bloodlines;LOTR13043;Free;Gandalf;Condition - Support Area;01;;;;;;13;U;043;;;Skirmish: Exert your [GANDALF] companion and add a burden to make that companion damage +1.
Chasm's Edge;Bloodlines;LOTR13044;Shadow;Gollum;Condition - Support Area;01;;;;;;13;R;044;;;Gollum is strength +1 for each Ring-bound companion you can spot.
Cunningly Hidden;Bloodlines;LOTR13045;Shadow;Gollum;Event - Skirmish;02;;;;;;13;U;045;;;You may remove from the game 4 [GOLLUM] cards in your discard pile instead of paying the twilight cost for this card. Spot Gollum to make a minion strength +2.
Deagol, Fateful Finder;Bloodlines;LOTR13046;Free;Gollum;Follower;00;;;+1;;U;13;R;046;;;To play, spot Smeagol. Aid - Add a burden. Skirmish: If bearer is not assigned to a skirmish, discard this from play to play an artifact or possession from your draw deck on bearer.
Deagol, Fateful Finder (T);Bloodlines;LOTR13046T;Free;Gollum;Follower;00;;;+1;;U;13;R;046T;Tengwar;;To play, spot Smeagol. Aid - Add a burden. Skirmish: If bearer is not assigned to a skirmish, discard this from play an artifact or possession from your draw deck on bearer.
Duality;Bloodlines;LOTR13047;Free;Gollum;Event - Fellowship;00;;;;;;13;C;047;;;Spot Smeagol to choose a Shadow player who must discard a Shadow card from hand or remove [2].
Fishing Boat;Bloodlines;LOTR13048;Free;Gollum;Possession;02;;+1;;;U;13;R;048;;;Bearer must be Smeagol. When you play Fishing Boat, you may reinforce a [GOLLUM] token. Each time Smeagol is about to be overwhelmed in a skirmish, you may remove 2 [GOLLUM] tokens to make him strength +2 until the end of that skirmish.
Gladden Homestead;Bloodlines;LOTR13049;Free;Gollum;Condition - Support Area;02;;;;;U;13;R;049;;;To play, spot Smeagol. When you play this, add a [GOLLUM] token here for each [GOLLUM] card you can spot. Maneuver: Discard this from play or remove 2 tokens from here to spot a Shadow condition and place that condition on top of its owner's draw deck.
Gollum, Her Sneak;Bloodlines;LOTR13050;Shadow;Gollum;Minion;02;05;4;;3;U;13;U;050;;;While a card titled Deagol is removed from the game, Gollum is strength +2 and fierce. Shadow: Remove a card titled Deagol in your discard pile from the game to play this minion from your discard pile.
It's My Birthday;Bloodlines;LOTR13051;Shadow;Gollum;Event - Skirmish;00;;;;;;13;C;051;;;Make Gollum strength +2 (or +4 if you can spot Smeagol or Deagol).
Little Snuffler;Bloodlines;LOTR13052;Shadow;Gollum;Event - Shadow;02;;;;;;13;U;052;;;If the fellowship is in region 1, spot Gollum to wound a companion. If the fellowship is in region 2, spot Gollum to exert a companion. If the fellowship is in region 3, play a [GOLLUM] minion from your discard pile.
Naked Waste;Bloodlines;LOTR13053;Free;Gollum;Event - Skirmish;02;;;;;;13;U;053;;;You may remove from the game 4 other [GOLLUM] cards in your discard pile to play this event from your discard pile. Then remove this event from the game. Spot Smeagol to make a Ring-bound companion strength +3.
Out of All Knowledge;Bloodlines;LOTR13054;Free;Gollum;Event - Skirmish;01;;;;;;13;C;054;;;Spot Smeagol or exert Gollum to make Smeagol strength +2 and you may reinforce a [GOLLUM] token.
Smeagol, Simple Stoor;Bloodlines;LOTR13055;Free;Gollum;Companion;00;03;4;05;;U;13;U;055;;;Ring-bound. To play, add a burden. For each card titled Deagol in your discard pile, Smeagol is strength +2 and resistance -1. Each time Smeagol wins a skirmish, you may take a [GOLLUM] card from your draw deck and place it in your discard pile.
Softly Up Behind;Bloodlines;LOTR13056;Free;Gollum;Event - Maneuver;01;;;;;;13;U;056;;;Spot Smeagol and discard 2 [GOLLUM] cards from hand to return a minion with strength 6 or less to its owner's hand. While this is in your discard pile, Smeagol gains muster.
Trap Is Sprung;Bloodlines;LOTR13057;Shadow;Gollum;Event - Regroup;03;;;;;;13;R;057;;;To play, discard Gollum from play. Heal the Ring-bearer to add a burden. If the fellowship is not in region 1, you may repeat this for each other wound on the Ring-bearer.
Wild Light of Madness;Bloodlines;LOTR13058;Shadow;Gollum;Event - Shadow;01;;;;;;13;R;058;;;Spot Gollum to make the Free Peoples player choose to either add a burden or exert a companion.
Aragorn, Isildur's Heir;Bloodlines;LOTR13059;Free;Gondor;Companion - Man;04;08;4;08;;U;13;R;059;;;Aragorn is strength +1 for each [GONDOR] card that has a culture token on it. At the start of each assignment phase, you may exert Aragorn to make an unbound companion that has resistance 7 or more defender +1 until the regroup phase.
Away on the Wind;Bloodlines;LOTR13060;Free;Gondor;Condition - Support Area;01;;;;;;13;U;060;;;Response: If Faramir is about to take a wound, discard this condition from play and place Boromir or Denethor in the dead pile from play to prevent that and heal Faramir twice.
Banners Blowing;Bloodlines;LOTR13061;Free;Gondor;Event - Skirmish;02;;;;;;13;U;061;;;You may remove from the game 4 other [GONDOR] cards in your discard pile to play this event from your discard pile. Then remove this event from the game. Make your [GONDOR] Man strength +3.
Boromir, Doomed Heir;Bloodlines;LOTR13062;Free;Gondor;Companion - Man;03;08;3;06;;U;13;S;062;;;Boromir is resistance -1 for each lurker minion you can spot. Skirmish: Exert Boromir to make him strength +1 for each possession he bears.
Brego, Loyal Steed;Bloodlines;LOTR13063;Free;Gondor;Possession - Mount;02;;;;;U;13;R;063;;;Bearer must be a [GONDOR] companion. When you play Brego, you may reinforce a [GONDOR] token. Maneuver: Exert bearer and remove 2 [GONDOR] tokens to wound a minion.
